vendor_id,vendor_name,category,subcategory,risk_score,financial_health,location,size,contract_start,primary_contact,payment_terms,preferred_vendor_status,spend_volume_tier,contract_complexity,renewal_frequency,price_escalation_terms
V0508,"Palmer, Clark and Bell",Facilities,Cleaning,6.98,Poor,Josephport,Large,2023-08-21,georgecollins@example.com,Net 30,False,Medium,High,Biennial,Fixed
V0509,"Wallace, Anderson and Ruiz",Marketing,Digital Ads,4.08,Poor,North Patrickland,Small,2023-04-29,mwhite@example.net,Net 30,True,Low,Low,Biennial,Negotiated
V0510,"Huff, Lyons and Jensen",Marketing,SEO,6.33,Good,Martinborough,Medium,2023-12-07,beltrankatelyn@example.com,Net 30,True,Medium,Low,Annual,CPI Linked
V0511,"Anderson, Hess and Gillespie",Operations,Utilities,8.62,Average,Davisport,Small,2023-11-15,oruiz@example.org,Net 60,False,Medium,High,Biennial,CPI Linked
V0512,"Scott, Cox and White",Facilities,Maintenance,5.87,Poor,Kristinamouth,Medium,2023-05-20,ejohnson@example.org,Net 30,False,High,Medium,Annual,Negotiated
V0513,Mendoza-Singleton,Operations,Logistics,3.87,Average,Katrinashire,Small,2022-09-08,sullivanjennifer@example.org,Net 60,True,Low,Medium,Biennial,Fixed
V0514,Hawkins-Jones,Marketing,Digital Ads,8.79,Poor,Amandafurt,Small,2023-09-03,pallen@example.net,Net 60,True,Medium,Medium,Biennial,Fixed
V0515,Dickson Group,HR,Recruiting,8.27,Good,West Jaredshire,Small,2023-05-02,vbradley@example.net,Net 45,False,Low,High,Annual,CPI Linked
V0516,"Young, Bates and Miller",Facilities,Maintenance,4.68,Poor,Wilsonmouth,Medium,2023-02-09,shortgregory@example.com,Net 60,False,Low,Medium,Biennial,CPI Linked
V0517,George Ltd,Operations,Utilities,7.1,Poor,Murphyton,Large,2022-08-11,lisaclay@example.net,Net 30,True,Low,High,Annual,Negotiated
V0518,Sherman Ltd,HR,Training,0.1,Average,South Amanda,Small,2023-03-31,rgonzalez@example.com,Net 30,False,Medium,Medium,Biennial,Negotiated
V0519,Hudson-Gentry,Operations,Utilities,7.39,Good,Samanthachester,Medium,2023-12-11,veronica90@example.net,Net 60,False,Low,High,Biennial,Negotiated
V0520,"Powell, Anderson and Phillips",IT,Hardware,5.55,Average,Rachelton,Large,2022-06-02,daniel40@example.org,Net 45,False,Low,Medium,Biennial,Fixed
V0521,Park-Long,Operations,Utilities,5.2,Good,Jenniferfurt,Small,2023-03-25,qgardner@example.org,Net 45,True,Medium,Medium,Biennial,CPI Linked
V0522,Taylor-Peters,Marketing,Events,9.48,Poor,Maryberg,Small,2023-01-12,dennisjones@example.org,Net 60,True,High,High,Biennial,Fixed
V0523,Griffith Group,HR,Recruiting,5.41,Good,Proctorberg,Small,2022-08-06,dawnperry@example.com,Net 60,True,Medium,High,Biennial,Fixed
V0524,"Munoz, Simmons and White",Facilities,Maintenance,3.44,Poor,Arnoldmouth,Small,2023-03-27,jeremiah69@example.org,Net 45,False,Medium,Medium,Biennial,Negotiated
V0525,"Jimenez, Simon and Joseph",Marketing,Digital Ads,3.24,Average,Robertside,Medium,2023-08-23,arthur09@example.com,Net 45,False,High,High,Annual,CPI Linked
V0526,"Richardson, Carpenter and Nixon",Facilities,Cleaning,7.64,Average,East Jessicahaven,Large,2024-03-30,steven18@example.net,Net 30,False,Medium,High,Annual,Negotiated
V0527,Sanchez Ltd,IT,Software,1.1,Good,Lake Cynthiashire,Small,2023-01-30,bergeramanda@example.org,Net 30,True,Low,High,Biennial,CPI Linked
V0528,Gibson-Escobar,HR,Recruiting,2.52,Good,Robertport,Small,2023-01-12,austinlivingston@example.net,Net 45,True,Low,Medium,Annual,CPI Linked
V0529,Acosta-Elliott,IT,Hardware,0.7,Good,Lake Thomasburgh,Small,2023-08-20,douglaskelly@example.net,Net 60,False,Medium,Medium,Annual,Fixed
V0530,"Johnson, Washington and Martinez",IT,Cloud,4.68,Good,Port Kristenview,Medium,2022-09-12,joshua40@example.net,Net 30,False,Medium,Medium,Annual,CPI Linked
V0531,Munoz PLC,Facilities,Cleaning,3.38,Average,Lake Sean,Small,2024-02-19,josehaynes@example.com,Net 60,True,Low,High,Biennial,CPI Linked
V0532,Lloyd Inc,HR,Recruiting,6.46,Good,Traceyberg,Small,2023-09-07,marymullins@example.com,Net 45,True,Medium,High,Annual,Negotiated
V0533,Young-Alexander,HR,Recruiting,8.03,Average,East Becky,Medium,2024-03-16,brian41@example.org,Net 60,False,Medium,Medium,Annual,Fixed
V0534,Marshall Group,Facilities,Cleaning,7.76,Poor,Thomasside,Medium,2022-11-30,yvega@example.com,Net 45,True,Medium,Medium,Annual,CPI Linked
V0535,Thomas-Berg,HR,Training,8.45,Poor,West Saramouth,Large,2023-03-25,suzanne01@example.net,Net 60,False,Low,Low,Biennial,CPI Linked
V0536,"Gomez, Richard and Bishop",Marketing,SEO,3.18,Poor,Matthewview,Medium,2024-02-15,scottbreanna@example.com,Net 60,False,Low,Medium,Biennial,Fixed
V0537,"Curry, Navarro and Chapman",Marketing,Events,5.01,Average,New Matthew,Medium,2023-11-20,lawrencesmith@example.org,Net 45,True,High,High,Biennial,Fixed
V0538,Smith Inc,Marketing,Events,5.49,Average,Lake Seanbury,Large,2023-12-17,johnathan00@example.net,Net 30,True,High,High,Annual,Fixed
V0539,Brown PLC,Marketing,Digital Ads,5.75,Average,New Danielle,Medium,2023-12-03,millercassandra@example.com,Net 60,False,High,Medium,Biennial,Fixed
V0540,"Gallagher, Wong and Pratt",Operations,Logistics,9.62,Average,North Heather,Small,2022-12-15,steven17@example.com,Net 60,True,Medium,Low,Biennial,Fixed
V0541,Schwartz-Contreras,Operations,Utilities,4.05,Good,Jonathanland,Large,2023-01-03,reyesmarvin@example.org,Net 60,True,Medium,Low,Annual,Fixed
V0542,Sosa-Baker,Facilities,Maintenance,6.54,Average,Jonesborough,Small,2023-09-19,fwhite@example.org,Net 30,True,High,Low,Biennial,Fixed
V0543,Fernandez Group,IT,Software,0.93,Average,New Dawn,Large,2024-05-10,gbaldwin@example.org,Net 30,False,Low,High,Annual,Fixed
V0544,Jones Ltd,HR,Recruiting,1.3,Good,Kimberlytown,Large,2024-04-28,ohernandez@example.org,Net 30,True,Medium,High,Annual,Fixed
V0545,Ortega LLC,Operations,Utilities,1.93,Average,Lake Mark,Small,2023-04-01,robertsonshelby@example.com,Net 60,False,High,High,Biennial,CPI Linked
V0546,Graham-Anthony,HR,Training,7.79,Good,New Jeremiahfurt,Large,2023-11-19,imartinez@example.com,Net 60,True,Medium,High,Annual,CPI Linked
V0547,Maldonado-Morales,Facilities,Cleaning,2.21,Average,West Amandamouth,Medium,2022-08-03,shodges@example.net,Net 60,True,Medium,Medium,Biennial,Fixed
V0548,Thompson Inc,IT,Cloud,5.17,Good,Guerreroport,Small,2023-11-24,omosley@example.net,Net 60,True,Medium,High,Annual,Fixed
V0549,Tucker-Mcclure,Facilities,Maintenance,6.69,Good,Mossberg,Large,2022-06-29,anthonydavies@example.org,Net 45,True,Medium,Medium,Annual,Fixed
V0550,Price-Sparks,IT,Cloud,7.25,Poor,Victormouth,Small,2022-06-14,morganmatthew@example.net,Net 60,True,Low,Medium,Biennial,CPI Linked
V0551,Sullivan and Sons,Operations,Logistics,4.34,Poor,Bentleyside,Small,2022-09-25,sandyjohnson@example.org,Net 45,False,Low,Medium,Annual,CPI Linked
V0552,Valdez-Ruiz,IT,Software,4.11,Average,East Jacquelineberg,Medium,2022-06-13,cynthiaconway@example.org,Net 30,False,Medium,High,Biennial,Fixed
V0553,Carr-Conley,IT,Software,4.86,Average,Port Lisaville,Large,2023-06-23,bryanharris@example.com,Net 45,True,High,High,Annual,Fixed
V0554,"Gregory, Nguyen and Daugherty",Facilities,Cleaning,6.68,Poor,West Mary,Medium,2024-02-08,kathrynwatkins@example.com,Net 45,False,Medium,Medium,Biennial,Fixed
V0555,Martinez and Sons,Marketing,Digital Ads,8.58,Average,Jacksonstad,Medium,2023-08-05,samuelfrost@example.org,Net 60,False,Medium,Low,Annual,CPI Linked
V0556,Garcia Ltd,HR,Recruiting,3.88,Good,Stricklandtown,Medium,2024-04-15,amiller@example.org,Net 60,True,High,Low,Biennial,CPI Linked
V0557,Mann PLC,Facilities,Maintenance,8.79,Poor,Robertfort,Medium,2023-11-21,jamiebowman@example.net,Net 60,False,Medium,Medium,Biennial,CPI Linked
V0558,Jenkins-Hurley,Facilities,Maintenance,0.54,Average,New Hectorfort,Large,2023-09-20,burtonkimberly@example.com,Net 45,True,Low,Medium,Annual,Negotiated
V0559,Smith-Young,HR,Training,2.42,Good,New Tiffanystad,Medium,2024-04-02,stevensims@example.org,Net 60,True,Medium,Low,Annual,Negotiated
V0560,Brown-Rodriguez,Marketing,SEO,9.91,Average,Lake Megan,Large,2024-05-09,kjimenez@example.net,Net 45,False,High,Medium,Biennial,CPI Linked
V0561,Brown LLC,Marketing,Digital Ads,3.65,Average,Jasonview,Large,2023-02-16,vwilliams@example.org,Net 45,False,High,High,Annual,Negotiated
V0562,"Thompson, Floyd and Washington",Facilities,Maintenance,3.0,Poor,North Pattymouth,Medium,2023-09-05,robert53@example.org,Net 60,True,High,Medium,Biennial,CPI Linked
V0563,Perez-Young,HR,Recruiting,6.08,Good,Kanefurt,Large,2024-04-24,charlesrichards@example.org,Net 60,True,Low,Medium,Biennial,Fixed
V0564,Thomas-Reilly,IT,Hardware,8.02,Good,Thompsonstad,Small,2022-09-15,ocortez@example.com,Net 60,False,High,High,Biennial,Fixed
V0565,Harris-Martinez,Operations,Utilities,8.09,Good,West Derekmouth,Large,2023-05-24,vjackson@example.org,Net 30,False,High,High,Annual,Negotiated
V0566,Munoz-Clarke,IT,Cloud,6.65,Good,New Tara,Medium,2024-03-27,christophervincent@example.com,Net 45,True,Low,Low,Biennial,CPI Linked
V0567,Vargas Group,Facilities,Maintenance,1.03,Good,Alexischester,Large,2023-12-25,johnhamilton@example.org,Net 60,False,Low,High,Annual,Fixed
V0568,"Shah, Mcintyre and Villanueva",Marketing,SEO,0.99,Poor,Bairdton,Small,2023-06-02,simmonsphillip@example.net,Net 30,True,Low,Medium,Biennial,Negotiated
V0569,Chavez and Sons,Facilities,Cleaning,9.13,Good,New Karenchester,Large,2022-11-18,michaelallen@example.org,Net 30,True,Low,Medium,Biennial,CPI Linked
V0570,Castillo LLC,Operations,Utilities,8.79,Good,Lake Stephen,Medium,2023-08-19,braysteven@example.org,Net 30,False,Low,High,Biennial,Negotiated
V0571,"Sullivan, Clarke and Wood",Operations,Logistics,0.29,Poor,Padillatown,Medium,2024-03-31,cruzhannah@example.net,Net 30,True,High,Medium,Annual,Negotiated
V0572,Phillips LLC,Facilities,Cleaning,1.39,Good,Port Gail,Small,2023-09-26,jill08@example.net,Net 30,True,High,Low,Annual,Negotiated
V0573,Barron-Rodriguez,Operations,Logistics,6.19,Good,Steventon,Small,2023-03-12,gregory81@example.net,Net 45,False,Low,High,Biennial,CPI Linked
V0574,"Ayala, Taylor and Rogers",Marketing,Digital Ads,0.7,Good,Lake Timothyshire,Medium,2024-04-08,karenhodges@example.com,Net 60,False,Low,Medium,Annual,CPI Linked
V0575,Hurst-Gordon,Operations,Utilities,1.4,Poor,Ramirezland,Medium,2023-03-18,shaun88@example.org,Net 30,False,Medium,High,Annual,Fixed
V0576,Mckinney-Gregory,HR,Training,2.67,Poor,Shannonstad,Medium,2024-02-13,lopeznicole@example.org,Net 60,True,Medium,High,Biennial,Fixed
V0577,Myers and Sons,Facilities,Maintenance,6.25,Poor,Susanland,Small,2022-08-25,joshuaterry@example.com,Net 60,True,Low,High,Annual,Negotiated
V0578,Golden PLC,Marketing,SEO,0.56,Good,West Robertside,Medium,2024-05-25,thomasfisher@example.net,Net 30,True,Low,High,Biennial,Negotiated
V0579,"Smith, Lopez and Johnson",Marketing,Digital Ads,0.23,Poor,Port Stacey,Medium,2023-10-15,robert55@example.com,Net 45,True,Medium,Medium,Biennial,CPI Linked
V0580,"Wade, Moreno and Kelley",IT,Cloud,6.07,Good,Torresberg,Medium,2024-04-29,george43@example.com,Net 30,True,Medium,Medium,Annual,CPI Linked
V0581,Arellano-Carrillo,HR,Recruiting,7.01,Poor,East Michaelmouth,Large,2022-10-09,jennifermitchell@example.org,Net 60,False,High,Low,Biennial,Negotiated
V0582,"Schwartz, Estrada and Hernandez",HR,Training,5.52,Poor,North Blake,Medium,2023-02-02,scottwood@example.org,Net 30,True,Medium,Medium,Annual,Negotiated
V0583,"Mann, Wade and Spence",Facilities,Cleaning,1.95,Poor,West Shane,Small,2022-10-06,david06@example.com,Net 60,False,Low,Medium,Annual,Fixed
V0584,Gould LLC,Facilities,Cleaning,0.51,Poor,North Tara,Medium,2023-07-31,deborah47@example.com,Net 60,False,Low,Low,Biennial,Negotiated
V0585,"Estrada, Marsh and Chandler",Facilities,Maintenance,4.58,Average,Morganville,Medium,2023-12-22,imccullough@example.net,Net 45,True,High,Low,Annual,Fixed
V0586,"Wilson, Johnson and Williamson",Facilities,Maintenance,5.41,Good,South Michael,Large,2023-02-10,franklinjames@example.net,Net 60,True,Medium,Medium,Biennial,CPI Linked
V0587,Harrington LLC,Facilities,Maintenance,6.15,Poor,North Christopher,Large,2024-03-22,frhodes@example.net,Net 60,False,Medium,Low,Biennial,Fixed
V0588,Lee-Stewart,IT,Hardware,5.67,Average,Lake Michaelberg,Large,2023-12-10,xwood@example.org,Net 30,True,High,High,Annual,Fixed
V0589,Cooper-Parker,HR,Training,0.83,Average,Sawyerland,Small,2022-11-16,afigueroa@example.com,Net 60,True,Low,Medium,Biennial,Negotiated
V0590,Martin-Luna,Marketing,SEO,7.78,Good,Chandlerchester,Medium,2022-09-18,thomaskevin@example.net,Net 30,False,High,Medium,Biennial,Negotiated
V0591,Jones-Choi,Operations,Logistics,0.23,Poor,Davischester,Large,2023-10-11,robert87@example.net,Net 45,True,Low,Medium,Biennial,CPI Linked
V0592,"Fischer, Taylor and Lopez",HR,Training,2.95,Good,Robertsfort,Large,2022-07-04,mary47@example.net,Net 45,True,Medium,Low,Biennial,Negotiated
V0593,"Ford, Johnson and Smith",HR,Recruiting,4.79,Poor,Kevinfort,Small,2022-09-06,robert73@example.org,Net 60,True,Low,Medium,Annual,CPI Linked
V0594,Hubbard Group,Facilities,Maintenance,1.6,Average,New Julieshire,Medium,2023-06-10,ooneill@example.net,Net 30,True,High,Medium,Biennial,CPI Linked
V0595,Mccann-Cardenas,Operations,Logistics,3.38,Good,Williamshire,Large,2022-06-15,francisco02@example.com,Net 60,True,High,High,Annual,CPI Linked
V0596,Johns-Taylor,Marketing,SEO,0.26,Average,North Joseph,Small,2023-04-23,brandon48@example.net,Net 60,False,High,High,Biennial,Negotiated
V0597,Palmer Ltd,HR,Training,8.63,Average,Port Cody,Medium,2024-01-07,amybrennan@example.net,Net 30,True,Low,Low,Biennial,Fixed
V0598,Nelson-Wolfe,Operations,Logistics,1.85,Poor,Codyshire,Small,2023-03-02,alexanderholmes@example.com,Net 30,False,Medium,Low,Biennial,Fixed
V0599,Jenkins-Mccall,Facilities,Cleaning,2.06,Average,North Jeffery,Small,2023-06-27,mariepope@example.net,Net 45,True,High,Medium,Annual,Fixed
V0600,"Norris, Cisneros and Mathis",Marketing,Digital Ads,4.99,Good,South Stevenland,Medium,2022-08-31,sandramendoza@example.com,Net 45,True,Medium,Low,Annual,Fixed
V0601,"Cox, Montoya and Preston",Facilities,Maintenance,9.28,Poor,Geraldport,Large,2022-06-24,walkermelissa@example.org,Net 30,True,Medium,Medium,Biennial,Negotiated
V0602,"Perez, Martinez and Anderson",Marketing,SEO,7.82,Poor,South Hannahville,Small,2022-08-01,hamptonkatherine@example.org,Net 30,False,Low,Low,Annual,CPI Linked
V0603,Rodriguez Ltd,HR,Training,4.82,Good,South Davidview,Large,2022-07-05,turneralex@example.org,Net 45,False,High,Medium,Annual,Negotiated
V0604,Mora and Sons,Operations,Logistics,1.78,Poor,East Ellen,Large,2022-06-24,thomasjulie@example.com,Net 45,True,Medium,Low,Annual,Fixed
V0605,"Bailey, Martin and Mason",HR,Training,9.16,Good,New Ashley,Medium,2022-08-17,ricejennifer@example.com,Net 60,True,Low,Medium,Biennial,CPI Linked
V0606,Winters PLC,Marketing,SEO,4.75,Average,Lake Coreyborough,Large,2024-05-16,lrichardson@example.org,Net 30,True,High,High,Biennial,CPI Linked
V0607,Nunez-Rodriguez,Operations,Utilities,7.13,Average,Tinachester,Large,2022-11-15,rickjuarez@example.com,Net 45,False,Medium,Medium,Annual,Fixed
V0608,Owens PLC,HR,Training,7.96,Poor,South Kathryn,Large,2023-12-01,angela01@example.com,Net 45,True,Low,Low,Annual,Negotiated
V0609,Wilson-Campbell,Operations,Utilities,9.06,Poor,Gloriamouth,Small,2022-11-24,broberts@example.org,Net 60,True,High,Medium,Annual,Negotiated
V0610,Jacobson Group,Marketing,SEO,3.92,Good,Harryfort,Medium,2023-11-06,sandersalexandra@example.net,Net 30,False,Low,Low,Annual,CPI Linked
V0611,Wilson Group,Operations,Logistics,5.04,Poor,Nealville,Large,2023-12-29,calvinhester@example.com,Net 60,True,High,Medium,Annual,CPI Linked
V0612,Larson Group,HR,Training,1.16,Average,East Maryfort,Large,2023-01-04,katelyn65@example.com,Net 30,False,Low,Medium,Annual,Fixed
V0613,"Morrison, Sullivan and Washington",Operations,Logistics,5.37,Average,Dylanmouth,Large,2022-08-24,kingtyler@example.net,Net 60,True,Medium,Medium,Biennial,CPI Linked
V0614,Johnson Ltd,Facilities,Maintenance,8.67,Average,Port Carlostown,Large,2022-10-19,ujacobs@example.org,Net 45,True,Low,Low,Annual,CPI Linked
V0615,Howell-Davis,Operations,Utilities,6.19,Average,Lake Karenfort,Large,2024-02-07,qharris@example.com,Net 45,False,Low,Medium,Annual,Negotiated
V0616,Wagner-Daniels,Facilities,Maintenance,7.33,Poor,Port Anthonychester,Large,2024-04-15,reyesleonard@example.com,Net 30,False,Low,Low,Biennial,Negotiated
V0617,Stevens-Johnson,Marketing,SEO,1.3,Good,Nicoleburgh,Small,2023-06-18,ttaylor@example.com,Net 60,True,Medium,High,Biennial,Negotiated
V0618,Gallagher-Carroll,Operations,Logistics,8.92,Average,Kellerside,Small,2023-08-20,kalvarez@example.net,Net 30,True,Low,Medium,Annual,Fixed
V0619,Myers Group,Marketing,Digital Ads,8.97,Average,Jensenstad,Small,2024-01-18,luke09@example.org,Net 45,True,Low,High,Biennial,Fixed
V0620,Hood LLC,Marketing,Events,1.39,Poor,Port Patriciamouth,Medium,2023-03-24,pattersonvictoria@example.com,Net 60,True,High,High,Annual,CPI Linked
V0621,Brown-Sanchez,IT,Software,3.82,Average,Lake Larry,Medium,2022-08-06,meltondanny@example.org,Net 60,False,Medium,Medium,Biennial,Fixed
V0622,Ryan Inc,Operations,Logistics,6.21,Poor,Barrettchester,Medium,2023-08-17,sadams@example.com,Net 60,False,High,Low,Biennial,Negotiated
V0623,"Johnson, Stewart and Hudson",Marketing,SEO,9.02,Average,Ashleyfort,Medium,2022-08-18,matthewshaw@example.net,Net 30,True,Low,Medium,Annual,CPI Linked
V0624,Jackson-Evans,Marketing,Events,6.43,Poor,Harrisland,Large,2024-03-15,karlwilliams@example.net,Net 45,False,Medium,Medium,Biennial,Negotiated
V0625,Ballard-Weber,Marketing,Digital Ads,0.89,Good,Lake Meganville,Medium,2023-09-04,joshua98@example.com,Net 45,False,Medium,High,Biennial,CPI Linked
V0626,Clark-Flynn,HR,Recruiting,9.01,Average,Williamport,Large,2023-05-04,james64@example.net,Net 45,True,High,Low,Annual,Fixed
V0627,"Chavez, Hines and White",Facilities,Cleaning,5.64,Average,Lake Jacquelineburgh,Medium,2023-08-24,vlewis@example.com,Net 45,True,High,High,Biennial,Negotiated
V0628,Giles-Patel,HR,Recruiting,6.31,Poor,Michaelton,Small,2023-07-12,michaelhernandez@example.org,Net 60,False,High,High,Biennial,CPI Linked
V0629,"Jennings, Evans and Graham",Facilities,Maintenance,6.86,Average,Michelleland,Large,2023-10-07,meghanadams@example.com,Net 60,True,High,Low,Annual,CPI Linked
V0630,"Martin, Mcdaniel and Young",IT,Hardware,0.01,Poor,North Edward,Small,2022-06-23,lauracollins@example.com,Net 60,False,High,High,Annual,Fixed
V0631,"Esparza, Henderson and Bullock",IT,Hardware,0.46,Poor,East Joseph,Large,2022-06-24,kristine48@example.org,Net 30,True,High,High,Annual,Fixed
V0632,"Phelps, Stuart and Tucker",IT,Hardware,0.01,Good,North Micheleland,Large,2023-01-31,michelle65@example.net,Net 30,False,Low,High,Biennial,Negotiated
V0633,"Blackwell, Sanders and Larsen",HR,Training,5.99,Good,East Daniel,Medium,2023-12-24,boydmaria@example.net,Net 60,True,Medium,Low,Annual,CPI Linked
V0634,Crawford-Davis,IT,Software,0.91,Good,Port Lindsaymouth,Small,2024-03-09,vshaffer@example.org,Net 30,False,Low,Low,Annual,CPI Linked
V0635,Robinson-Rodriguez,Facilities,Maintenance,8.51,Average,West Scott,Small,2022-12-16,henrynicholas@example.org,Net 60,False,Medium,Low,Annual,Fixed
V0636,Gardner-Wells,Marketing,SEO,3.15,Poor,West Natasha,Small,2024-05-29,michaelbaldwin@example.com,Net 30,False,Low,Low,Biennial,CPI Linked
V0637,Brewer PLC,Operations,Logistics,2.06,Good,Port Joditon,Medium,2023-11-20,johnnycruz@example.net,Net 45,True,Low,High,Biennial,Negotiated
V0638,"Cox, Burnett and Martinez",Facilities,Maintenance,4.01,Average,Port Scott,Large,2022-06-08,qpennington@example.com,Net 45,False,High,Medium,Biennial,Negotiated
V0639,Mayer and Sons,IT,Software,9.76,Poor,Jasonburgh,Small,2024-05-13,zwelch@example.net,Net 60,False,Medium,Medium,Biennial,Fixed
V0640,Mccormick-Hill,Marketing,SEO,7.85,Average,Port Kimberlyfort,Medium,2023-06-02,vhouse@example.net,Net 45,False,High,High,Annual,Negotiated
V0641,Mcdowell-Wilkins,Marketing,SEO,4.99,Average,Lake Jose,Large,2022-07-23,robert85@example.com,Net 30,False,Low,High,Biennial,Fixed
V0642,"Johnson, Williams and May",IT,Software,3.4,Poor,Gibbsberg,Large,2022-06-04,tgonzalez@example.com,Net 45,True,Medium,High,Biennial,Negotiated
V0643,"Miller, Moore and Black",HR,Training,8.73,Good,Port Brooke,Medium,2023-04-16,shannon24@example.org,Net 30,True,High,Low,Biennial,Negotiated
V0644,"Watkins, Murphy and Campbell",Operations,Logistics,8.96,Poor,South Michaelfurt,Large,2024-04-12,kduffy@example.org,Net 60,False,High,Medium,Annual,Negotiated
V0645,Vaughan PLC,Facilities,Cleaning,1.73,Poor,North Terri,Small,2022-11-02,jacqueline20@example.com,Net 60,True,Medium,Low,Annual,Negotiated
V0646,"Patterson, Green and Davis",HR,Recruiting,7.8,Average,Georgeshire,Medium,2022-09-01,higginsryan@example.com,Net 60,True,High,Medium,Annual,CPI Linked
V0647,"Snyder, Walker and Harris",Operations,Logistics,2.8,Poor,Keithfort,Medium,2023-03-25,ryanclark@example.org,Net 30,False,Medium,High,Annual,Negotiated
V0648,Acosta-Lopez,IT,Hardware,8.99,Poor,South Laura,Large,2022-06-24,theresa39@example.com,Net 60,True,Medium,Low,Annual,CPI Linked
V0649,Wood Ltd,Marketing,SEO,3.42,Good,Millerfort,Small,2022-09-13,terri63@example.net,Net 30,True,Low,Low,Biennial,CPI Linked
V0650,Erickson-Fitzgerald,HR,Recruiting,0.11,Good,Charlesside,Medium,2022-07-17,cookjimmy@example.com,Net 30,True,Low,Medium,Biennial,Negotiated
V0651,"Crosby, Coffey and George",IT,Software,6.57,Poor,North Jonfurt,Medium,2023-01-22,ilambert@example.net,Net 45,False,Low,Medium,Annual,Fixed
V0652,Carpenter LLC,Operations,Utilities,2.98,Good,New Trevor,Medium,2023-02-20,uanderson@example.net,Net 30,False,Low,Medium,Annual,CPI Linked
V0653,"Hamilton, Green and Edwards",Marketing,Digital Ads,2.92,Poor,South Monica,Medium,2024-03-11,julie64@example.com,Net 45,False,High,Medium,Annual,CPI Linked
V0654,"Gallegos, Mcintosh and Black",IT,Software,3.45,Poor,Staffordmouth,Small,2023-12-26,jgallagher@example.net,Net 30,False,Medium,Medium,Biennial,Negotiated
V0655,"Fields, Gonzales and Lopez",Marketing,Events,4.37,Average,East Isaacfort,Small,2022-12-21,janicegraham@example.com,Net 60,True,Medium,Low,Biennial,Negotiated
V0656,Alexander Ltd,Operations,Utilities,6.65,Average,Ellisville,Small,2024-03-19,daviddavis@example.com,Net 30,True,High,High,Biennial,CPI Linked
V0657,Conley Ltd,HR,Recruiting,0.53,Average,Annashire,Small,2022-11-13,foxashley@example.com,Net 30,False,High,High,Biennial,CPI Linked
V0658,Sanchez Group,HR,Recruiting,4.08,Average,West Anthonyville,Small,2023-04-04,brittany15@example.org,Net 60,False,High,Low,Annual,Fixed
V0659,Miller Ltd,IT,Cloud,6.97,Good,Gibsonview,Small,2023-09-06,riverabradley@example.net,Net 30,False,High,Low,Biennial,CPI Linked
V0660,Nguyen-Dennis,IT,Cloud,4.43,Poor,East Michelle,Medium,2024-02-14,marcus01@example.net,Net 45,True,High,High,Biennial,Fixed
V0661,"James, Ross and Thompson",Marketing,Digital Ads,2.91,Good,Davisborough,Large,2022-10-06,schan@example.net,Net 60,False,Medium,High,Biennial,Fixed
V0662,"Moore, Evans and Owen",Facilities,Maintenance,2.29,Good,Rebeccaberg,Large,2023-03-07,collierwilliam@example.com,Net 30,True,Medium,Medium,Annual,CPI Linked
V0663,Mcclure-Alvarez,Operations,Utilities,8.94,Poor,Davischester,Large,2024-02-21,christina66@example.org,Net 30,True,Medium,Low,Biennial,Fixed
V0664,Palmer Group,Operations,Utilities,1.35,Average,Lake Gina,Small,2022-09-30,prose@example.net,Net 60,False,Low,Medium,Annual,Negotiated
V0665,Roberts Group,IT,Cloud,9.89,Good,Port Timberg,Small,2022-09-09,mckenzie86@example.com,Net 45,True,High,Low,Biennial,Negotiated
V0666,"Williams, Jones and Williams",Marketing,SEO,8.81,Average,New Rogerville,Small,2023-05-28,michael91@example.net,Net 30,False,Low,Low,Annual,Negotiated
V0667,Wilson Ltd,Marketing,Digital Ads,2.79,Average,Whiteburgh,Small,2024-03-17,awilliams@example.net,Net 30,False,Medium,Medium,Annual,CPI Linked
V0668,Edwards-Ramsey,Operations,Utilities,6.49,Average,Hansonview,Small,2023-02-22,jasonmiller@example.net,Net 30,False,Low,Low,Biennial,Fixed
V0669,Savage-Rodriguez,IT,Software,4.6,Good,North Randalltown,Small,2022-10-13,zstevens@example.net,Net 60,False,High,High,Biennial,Negotiated
V0670,"Guzman, Tucker and Montgomery",IT,Software,7.61,Average,Hannahfurt,Medium,2024-02-16,christopher20@example.org,Net 45,True,Medium,Low,Annual,Fixed
V0671,Cabrera Ltd,HR,Recruiting,8.31,Poor,Port Anthony,Large,2023-06-10,debragraham@example.net,Net 45,True,Low,High,Biennial,CPI Linked
V0672,"Lee, Turner and Ford",Operations,Utilities,0.03,Average,Hendersonville,Medium,2022-10-09,joannewallace@example.com,Net 60,False,High,Low,Biennial,Fixed
V0673,Smith-Cole,Marketing,SEO,0.49,Poor,East Kenneth,Large,2024-03-07,awilliams@example.org,Net 45,False,Medium,Medium,Biennial,CPI Linked
V0674,"Abbott, Reynolds and Perry",Marketing,Events,0.48,Average,Mclaughlinside,Medium,2023-01-13,freemantodd@example.net,Net 60,True,High,Medium,Annual,CPI Linked
V0675,"Carr, Gregory and Velasquez",Operations,Utilities,9.66,Average,Hallton,Medium,2023-07-17,hendersonleslie@example.org,Net 60,False,Medium,Low,Annual,Fixed
V0676,Orozco-Butler,Operations,Logistics,0.79,Average,Wilsonstad,Medium,2023-05-16,ssmith@example.net,Net 60,True,Medium,High,Annual,Negotiated
