contract_id,vendor_id,start_date,end_date,contract_value,payment_terms,renewal_option,price_escalation_clause,auto_renewal,termination_notice,sla_terms,penalty_clauses,renegotiation_opportunity,volume_discounts,preferred_rates
C00674,V0674,2023-01-13,2024-01-13,28887.32,Net 60,Auto,CPI Linked,False,34 days,Standard,Strict,True,True,True
C00675,V0675,2023-07-17,2025-07-16,38332.75,Net 60,Manual,Fixed,False,72 days,Standard,Strict,False,False,True
C00676,V0676,2023-05-16,2024-05-15,33341.36,Net 60,Manual,Negotiated,False,36 days,Standard,Moderate,False,True,False
C00677,V0677,2024-05-08,2024-11-04,76284.06,Net 60,Auto,Fixed,False,82 days,Standard,Moderate,False,False,True
C00678,V0678,2023-09-27,2024-09-26,64035.18,Net 45,Manual,CPI Linked,False,35 days,Strict,Strict,True,True,False
C00679,V0679,2023-06-20,2024-06-19,69073.33,Net 45,Manual,CPI Linked,False,40 days,Strict,Moderate,True,False,False
C00680,V0680,2024-04-26,2026-04-26,60825.08,Net 45,Manual,Negotiated,True,76 days,Standard,None,True,False,True
C00681,V0681,2024-01-21,2024-07-19,33064.22,Net 30,Auto,CPI Linked,False,33 days,Standard,Moderate,False,False,False
C00682,V0682,2022-08-23,2023-08-23,42132.2,Net 60,Auto,Fixed,True,62 days,Custom,Strict,False,False,False
C00683,V0683,2023-12-04,2025-12-03,57340.62,Net 30,Auto,Negotiated,False,88 days,Custom,Strict,True,True,True
C00684,V0684,2024-03-22,2024-09-18,31668.08,Net 30,Auto,CPI Linked,True,90 days,Strict,None,True,True,False
C00685,V0685,2022-08-07,2024-08-06,60694.98,Net 60,Manual,CPI Linked,True,61 days,Strict,Moderate,True,True,True
C00686,V0686,2023-04-19,2023-10-16,46395.12,Net 45,Auto,Fixed,False,46 days,Custom,Strict,True,False,False
C00687,V0687,2022-08-06,2024-08-05,44377.69,Net 60,Manual,Negotiated,True,69 days,Standard,None,False,False,True
C00688,V0688,2023-10-05,2024-04-02,60664.4,Net 45,Auto,Negotiated,True,83 days,Standard,None,False,False,True
C00689,V0689,2023-10-15,2025-10-14,56663.95,Net 45,Manual,CPI Linked,True,59 days,Standard,Strict,True,True,False
C00690,V0690,2022-08-06,2023-02-02,44585.51,Net 45,Auto,Negotiated,True,89 days,Strict,Moderate,True,True,False
C00691,V0691,2023-01-30,2023-07-29,67389.95,Net 30,Manual,Fixed,False,63 days,Custom,Moderate,False,False,True
C00692,V0692,2023-12-22,2024-12-21,33784.05,Net 60,Auto,CPI Linked,True,54 days,Strict,Moderate,False,True,False
C00693,V0693,2023-05-19,2024-05-18,59239.03,Net 60,Manual,CPI Linked,False,38 days,Strict,Strict,False,False,True
C00694,V0694,2023-11-06,2024-11-05,58896.52,Net 30,Auto,Negotiated,False,43 days,Standard,Strict,False,True,True
C00695,V0695,2023-05-20,2025-05-19,45356.8,Net 60,Manual,Fixed,True,74 days,Strict,Strict,False,False,False
C00696,V0696,2022-08-01,2023-08-01,54892.0,Net 60,Manual,Negotiated,True,84 days,Strict,None,True,True,False
C00697,V0697,2023-12-22,2024-06-19,31233.3,Net 45,Manual,CPI Linked,True,69 days,Strict,Strict,False,True,True
C00698,V0698,2023-07-17,2025-07-16,63860.41,Net 60,Auto,Fixed,False,82 days,Custom,None,True,True,False
C00699,V0699,2022-09-03,2023-09-03,47226.47,Net 30,Manual,Negotiated,True,41 days,Strict,Strict,False,True,False
C00700,V0700,2024-02-06,2026-02-05,42159.15,Net 30,Manual,CPI Linked,False,85 days,Strict,Moderate,True,False,False
C00701,V0701,2023-02-27,2023-08-26,65735.14,Net 60,Manual,CPI Linked,False,42 days,Strict,None,True,True,False
C00702,V0702,2024-01-14,2024-07-12,39434.84,Net 60,Manual,CPI Linked,False,43 days,Strict,Strict,False,False,True
C00703,V0703,2023-02-20,2024-02-20,28873.08,Net 30,Auto,CPI Linked,True,75 days,Strict,None,True,True,True
C00704,V0704,2023-08-11,2024-08-10,26650.56,Net 60,Auto,Fixed,True,46 days,Strict,Strict,True,False,False
C00705,V0705,2024-04-28,2025-04-28,59090.15,Net 60,Auto,Fixed,True,65 days,Standard,Strict,False,False,False
C00706,V0706,2024-04-21,2025-04-21,30793.56,Net 45,Manual,Fixed,False,44 days,Strict,Strict,False,False,False
C00707,V0707,2022-06-20,2024-06-19,76321.91,Net 30,Auto,CPI Linked,True,67 days,Custom,Strict,True,True,True
C00708,V0708,2023-11-11,2025-11-10,18771.06,Net 45,Auto,Fixed,False,69 days,Standard,Moderate,True,False,False
C00709,V0709,2023-04-18,2024-04-17,75446.85,Net 60,Manual,Negotiated,True,60 days,Strict,Moderate,False,False,True
C00710,V0710,2023-06-28,2024-06-27,53165.26,Net 30,Auto,CPI Linked,False,55 days,Custom,Strict,False,False,False
C00711,V0711,2024-05-11,2024-11-07,48549.3,Net 60,Auto,CPI Linked,True,77 days,Strict,Moderate,False,False,True
C00712,V0712,2023-05-14,2024-05-13,41826.21,Net 60,Manual,Fixed,True,52 days,Strict,Moderate,False,True,True
C00713,V0713,2024-05-09,2024-11-05,55987.04,Net 60,Manual,Fixed,False,35 days,Custom,None,False,True,True
C00714,V0714,2024-03-15,2026-03-15,49435.48,Net 45,Manual,Negotiated,False,50 days,Custom,None,False,True,False
C00715,V0715,2024-03-08,2025-03-08,66549.53,Net 30,Manual,Negotiated,False,37 days,Strict,None,False,False,False
C00716,V0716,2022-12-31,2024-12-30,51713.41,Net 45,Manual,Negotiated,False,48 days,Strict,None,True,False,True
C00717,V0717,2023-09-17,2024-09-16,52254.53,Net 30,Auto,CPI Linked,True,48 days,Strict,None,True,True,False
C00718,V0718,2022-08-04,2023-01-31,44545.82,Net 30,Auto,CPI Linked,True,62 days,Standard,Strict,False,True,False
C00719,V0719,2023-03-29,2024-03-28,49145.82,Net 45,Manual,Fixed,False,78 days,Strict,Strict,True,True,True
C00720,V0720,2024-01-12,2026-01-11,54617.03,Net 30,Manual,CPI Linked,False,44 days,Strict,Strict,False,True,False
C00721,V0721,2023-01-06,2024-01-06,24347.47,Net 45,Manual,Fixed,False,37 days,Strict,Moderate,False,False,True
C00722,V0722,2023-08-18,2025-08-17,29777.22,Net 60,Auto,Fixed,False,89 days,Standard,Strict,False,False,False
C00723,V0723,2022-09-08,2024-09-07,61148.96,Net 30,Manual,CPI Linked,False,76 days,Strict,Moderate,False,False,True
C00724,V0724,2022-06-03,2023-06-03,52562.98,Net 60,Auto,Negotiated,False,74 days,Standard,Moderate,False,False,True
C00725,V0725,2023-05-30,2024-05-29,47240.25,Net 60,Manual,CPI Linked,True,30 days,Standard,None,False,False,True
C00726,V0726,2022-10-31,2024-10-30,50276.51,Net 30,Auto,CPI Linked,True,33 days,Custom,Moderate,False,True,True
C00727,V0727,2023-01-29,2024-01-29,55213.73,Net 30,Manual,CPI Linked,True,35 days,Standard,Moderate,False,False,True
C00728,V0728,2022-08-24,2023-02-20,41903.6,Net 60,Manual,Fixed,True,81 days,Custom,Moderate,False,True,True
C00729,V0729,2024-01-16,2024-07-14,38325.43,Net 45,Auto,CPI Linked,False,77 days,Custom,Strict,True,False,True
C00730,V0730,2024-01-30,2024-07-28,52937.68,Net 60,Manual,CPI Linked,True,73 days,Custom,Moderate,True,True,False
C00731,V0731,2023-01-17,2023-07-16,35324.41,Net 30,Auto,Negotiated,True,70 days,Custom,Strict,False,False,True
C00732,V0732,2024-04-15,2026-04-15,56123.79,Net 60,Manual,Negotiated,True,78 days,Strict,None,False,True,False
C00733,V0733,2023-09-05,2025-09-04,24461.25,Net 30,Manual,CPI Linked,False,51 days,Standard,None,False,True,True
C00734,V0734,2024-02-11,2024-08-09,65437.33,Net 30,Auto,Fixed,False,52 days,Strict,None,False,False,True
C00735,V0735,2023-09-13,2025-09-12,57088.96,Net 45,Auto,Negotiated,False,79 days,Custom,Strict,False,False,True
C00736,V0736,2023-10-12,2024-04-09,53840.45,Net 30,Auto,Fixed,True,83 days,Standard,None,True,False,True
C00737,V0737,2023-02-17,2025-02-16,64740.36,Net 45,Auto,Fixed,False,45 days,Custom,Strict,False,True,False
C00738,V0738,2023-09-29,2025-09-28,74982.12,Net 30,Manual,Negotiated,True,33 days,Custom,Moderate,True,False,True
C00739,V0739,2022-06-25,2024-06-24,65215.55,Net 45,Manual,Negotiated,False,84 days,Standard,None,False,True,False
C00740,V0740,2022-11-19,2023-05-18,22386.89,Net 60,Manual,Negotiated,False,68 days,Custom,None,True,False,True
C00741,V0741,2024-03-08,2024-09-04,30806.35,Net 60,Manual,CPI Linked,True,62 days,Strict,None,False,True,True
C00742,V0742,2023-10-28,2024-10-27,40627.72,Net 30,Manual,CPI Linked,True,83 days,Custom,Strict,False,True,False
C00743,V0743,2022-10-28,2023-04-26,50391.37,Net 45,Manual,CPI Linked,False,84 days,Custom,Strict,True,True,True
C00744,V0744,2024-03-26,2025-03-26,57764.89,Net 30,Auto,Negotiated,False,40 days,Strict,Moderate,True,True,False
C00745,V0745,2024-02-01,2026-01-31,39113.84,Net 60,Auto,Fixed,False,60 days,Custom,None,False,True,False
C00746,V0746,2022-10-19,2024-10-18,52801.5,Net 45,Manual,CPI Linked,True,66 days,Strict,None,True,True,False
C00747,V0747,2023-05-19,2025-05-18,38669.26,Net 60,Manual,CPI Linked,True,42 days,Standard,Moderate,True,True,False
C00748,V0748,2023-05-13,2025-05-12,40827.23,Net 60,Auto,CPI Linked,False,64 days,Standard,Strict,True,True,True
C00749,V0749,2022-12-31,2023-06-29,28900.08,Net 45,Manual,Negotiated,False,79 days,Custom,Moderate,True,True,False
C00750,V0750,2023-07-31,2024-01-27,36151.5,Net 30,Auto,CPI Linked,False,78 days,Standard,Strict,False,True,True
C00751,V0751,2023-02-12,2023-08-11,29724.73,Net 30,Auto,Negotiated,False,82 days,Strict,Moderate,False,False,True
C00752,V0752,2023-01-06,2025-01-05,35361.9,Net 60,Auto,Negotiated,False,50 days,Custom,Strict,True,True,True
C00753,V0753,2022-11-25,2023-11-25,65804.63,Net 60,Manual,Negotiated,False,82 days,Custom,None,False,True,False
C00754,V0754,2024-01-21,2024-07-19,35759.02,Net 45,Manual,Negotiated,True,53 days,Custom,None,False,False,True
C00755,V0755,2022-06-09,2022-12-06,89485.73,Net 45,Manual,Fixed,False,52 days,Strict,None,False,True,False
C00756,V0756,2023-01-20,2024-01-20,57399.77,Net 60,Auto,Fixed,False,49 days,Custom,Strict,True,True,False
C00757,V0757,2023-04-01,2023-09-28,52772.54,Net 45,Manual,Fixed,True,89 days,Custom,Moderate,True,True,True
C00758,V0758,2023-11-08,2024-11-07,37124.63,Net 60,Manual,Negotiated,False,61 days,Standard,Strict,True,False,True
C00759,V0759,2023-01-14,2024-01-14,60504.65,Net 30,Auto,Fixed,False,30 days,Custom,Moderate,False,False,False
C00760,V0760,2022-09-10,2023-03-09,41365.43,Net 30,Manual,Fixed,True,76 days,Standard,Moderate,True,True,True
C00761,V0761,2022-10-03,2024-10-02,51830.15,Net 45,Manual,Negotiated,False,89 days,Standard,None,False,True,False
C00762,V0762,2023-09-14,2024-03-12,88401.27,Net 60,Manual,Negotiated,False,41 days,Strict,None,False,True,False
C00763,V0763,2023-02-26,2025-02-25,48559.1,Net 45,Auto,CPI Linked,False,35 days,Strict,None,True,False,True
C00764,V0764,2023-11-26,2024-11-25,67239.1,Net 45,Manual,Fixed,False,59 days,Custom,Moderate,False,False,False
C00765,V0765,2023-11-26,2024-11-25,39452.35,Net 45,Auto,Negotiated,True,53 days,Standard,Strict,True,False,False
C00766,V0766,2023-04-16,2025-04-15,49475.17,Net 60,Auto,CPI Linked,True,32 days,Standard,None,False,True,False
C00767,V0767,2024-03-27,2025-03-27,76562.01,Net 60,Auto,Negotiated,False,66 days,Strict,Moderate,True,True,False
C00768,V0768,2023-08-01,2024-01-28,40595.49,Net 60,Manual,Negotiated,False,61 days,Strict,Strict,False,False,False
C00769,V0769,2022-09-06,2023-09-06,77186.73,Net 45,Manual,Fixed,False,44 days,Custom,None,False,False,False
C00770,V0770,2023-11-25,2025-11-24,60616.28,Net 30,Manual,CPI Linked,True,55 days,Custom,Moderate,False,False,False
C00771,V0771,2022-07-09,2023-07-09,41563.0,Net 45,Manual,CPI Linked,True,77 days,Custom,Moderate,False,False,True
C00772,V0772,2023-02-18,2025-02-17,59486.12,Net 60,Manual,Negotiated,True,71 days,Strict,None,False,True,True
C00773,V0773,2023-10-01,2025-09-30,64588.32,Net 30,Auto,Fixed,True,40 days,Strict,Strict,False,False,True
C00774,V0774,2023-04-10,2024-04-09,59327.15,Net 45,Auto,Negotiated,True,88 days,Custom,Strict,True,False,True
C00775,V0775,2023-04-17,2023-10-14,26446.63,Net 60,Manual,Fixed,False,39 days,Standard,None,False,True,False
C00776,V0776,2023-10-05,2024-10-04,39092.94,Net 45,Auto,CPI Linked,True,41 days,Strict,Strict,False,False,False
C00777,V0777,2022-07-24,2023-07-24,46287.22,Net 45,Manual,Fixed,False,57 days,Strict,Moderate,False,False,False
C00778,V0778,2023-01-27,2025-01-26,48883.5,Net 45,Manual,Fixed,True,84 days,Strict,Moderate,False,True,True
C00779,V0779,2023-03-20,2024-03-19,59310.08,Net 45,Manual,Fixed,True,65 days,Custom,Moderate,False,True,False
C00780,V0780,2024-02-03,2024-08-01,52665.52,Net 45,Manual,Fixed,True,63 days,Custom,Strict,True,False,True
C00781,V0781,2023-07-25,2025-07-24,29969.83,Net 30,Auto,Negotiated,False,49 days,Strict,Strict,False,False,False
C00782,V0782,2022-07-22,2024-07-21,55702.97,Net 45,Manual,Negotiated,False,63 days,Strict,None,False,False,True
C00783,V0783,2024-02-09,2026-02-08,59158.79,Net 30,Manual,CPI Linked,False,37 days,Custom,None,False,False,True
C00784,V0784,2022-12-12,2024-12-11,58396.86,Net 30,Auto,Negotiated,False,76 days,Custom,Moderate,False,False,True
C00785,V0785,2023-05-10,2024-05-09,66211.71,Net 45,Manual,Fixed,False,53 days,Standard,None,True,True,False
C00786,V0786,2024-01-12,2025-01-11,62508.83,Net 45,Manual,Fixed,True,35 days,Standard,None,True,False,False
C00787,V0787,2023-08-12,2025-08-11,56887.7,Net 45,Manual,Negotiated,True,83 days,Standard,None,False,True,True
C00788,V0788,2023-06-18,2024-06-17,48947.51,Net 30,Manual,Fixed,True,57 days,Strict,Strict,True,True,True
C00789,V0789,2023-03-27,2025-03-26,25085.59,Net 30,Manual,Negotiated,False,42 days,Custom,Moderate,True,False,False
C00790,V0790,2024-05-21,2026-05-21,56444.27,Net 45,Auto,CPI Linked,True,67 days,Custom,Strict,False,True,False
C00791,V0791,2022-12-21,2024-12-20,53115.32,Net 45,Auto,Fixed,True,51 days,Custom,None,False,True,True
C00792,V0792,2022-08-12,2023-08-12,54073.68,Net 30,Auto,Negotiated,True,80 days,Custom,Moderate,True,False,False
C00793,V0793,2023-06-25,2025-06-24,30848.77,Net 60,Auto,Fixed,True,42 days,Strict,None,False,False,False
C00794,V0794,2024-01-04,2026-01-03,33784.15,Net 30,Manual,Fixed,False,32 days,Standard,Moderate,True,False,False
C00795,V0795,2023-07-14,2024-07-13,65797.29,Net 30,Manual,Negotiated,True,42 days,Custom,None,True,False,True
C00796,V0796,2023-06-27,2023-12-24,49406.67,Net 45,Auto,Fixed,False,84 days,Custom,None,False,True,True
C00797,V0797,2024-04-09,2026-04-09,60222.51,Net 30,Auto,CPI Linked,True,38 days,Custom,None,False,True,False
C00798,V0798,2023-08-30,2025-08-29,50424.78,Net 45,Auto,Negotiated,True,90 days,Custom,Strict,True,True,False
C00799,V0799,2023-03-20,2025-03-19,50446.34,Net 60,Auto,CPI Linked,False,82 days,Standard,None,True,True,False
C00800,V0800,2023-03-09,2024-03-08,64074.26,Net 30,Manual,Fixed,True,70 days,Custom,Moderate,False,True,True
C00801,V0801,2022-06-21,2022-12-18,42259.33,Net 45,Auto,CPI Linked,True,68 days,Standard,Moderate,True,True,True
C00802,V0802,2022-06-04,2022-12-01,51441.81,Net 45,Manual,CPI Linked,False,50 days,Custom,None,False,False,True
C00803,V0803,2023-02-27,2024-02-27,43065.87,Net 30,Manual,Fixed,True,68 days,Standard,Moderate,True,True,False
C00804,V0804,2023-07-10,2024-01-06,43482.56,Net 30,Auto,CPI Linked,True,76 days,Standard,Moderate,True,False,False
C00805,V0805,2023-10-29,2024-04-26,45362.42,Net 45,Auto,Negotiated,True,64 days,Custom,Strict,True,True,True
C00806,V0806,2024-01-18,2026-01-17,53332.01,Net 45,Manual,Negotiated,True,50 days,Standard,Strict,False,True,False
C00807,V0807,2024-04-09,2026-04-09,42818.77,Net 60,Auto,CPI Linked,False,65 days,Strict,None,False,False,False
C00808,V0808,2024-03-27,2024-09-23,68836.34,Net 45,Manual,Negotiated,True,90 days,Standard,None,True,False,False
C00809,V0809,2024-01-01,2024-06-29,36580.89,Net 30,Auto,CPI Linked,False,78 days,Standard,None,False,False,True
C00810,V0810,2023-04-27,2024-04-26,47196.93,Net 45,Manual,Negotiated,False,68 days,Custom,Strict,False,True,False
C00811,V0811,2024-03-13,2026-03-13,43404.03,Net 45,Auto,Negotiated,False,83 days,Standard,Moderate,False,True,False
C00812,V0812,2023-11-18,2024-11-17,71704.67,Net 45,Manual,Negotiated,True,55 days,Standard,Moderate,True,False,True
C00813,V0813,2022-07-17,2023-07-17,52948.32,Net 45,Auto,Negotiated,True,62 days,Strict,None,True,False,True
C00814,V0814,2024-02-25,2024-08-23,65477.67,Net 30,Manual,Negotiated,True,58 days,Strict,Strict,True,False,False
C00815,V0815,2023-12-18,2025-12-17,27716.59,Net 30,Manual,Fixed,False,38 days,Custom,Moderate,True,True,True
C00816,V0816,2023-05-23,2023-11-19,54005.75,Net 45,Manual,Fixed,False,31 days,Strict,Strict,False,False,False
C00817,V0817,2023-03-10,2024-03-09,63344.46,Net 30,Auto,CPI Linked,True,83 days,Custom,Moderate,False,False,True
C00818,V0818,2023-06-05,2024-06-04,51234.26,Net 60,Auto,CPI Linked,True,71 days,Strict,Strict,False,True,False
C00819,V0819,2022-12-06,2023-12-06,65982.21,Net 60,Auto,CPI Linked,False,64 days,Custom,Strict,True,False,False
C00820,V0820,2023-01-01,2024-12-31,42240.67,Net 60,Manual,Negotiated,True,90 days,Strict,Moderate,False,True,False
C00821,V0821,2023-08-20,2025-08-19,71140.21,Net 60,Manual,CPI Linked,True,82 days,Custom,Moderate,True,False,False
C00822,V0822,2022-08-18,2023-08-18,84483.47,Net 60,Auto,Negotiated,False,56 days,Standard,Strict,True,True,False
C00823,V0823,2023-07-25,2024-07-24,44557.42,Net 45,Manual,Negotiated,True,69 days,Strict,Moderate,True,True,False
C00824,V0824,2024-02-13,2025-02-12,43317.46,Net 60,Auto,Negotiated,True,83 days,Strict,Strict,True,True,False
C00825,V0825,2023-01-19,2024-01-19,71800.77,Net 60,Auto,Fixed,False,90 days,Standard,None,False,True,True
C00826,V0826,2022-09-18,2023-03-17,73693.58,Net 60,Manual,Negotiated,True,49 days,Custom,Strict,False,True,False
C00827,V0827,2023-01-20,2023-07-19,42157.1,Net 45,Manual,Fixed,True,48 days,Standard,Moderate,True,False,True
C00828,V0828,2023-10-19,2025-10-18,43697.2,Net 45,Auto,Fixed,True,88 days,Standard,Moderate,True,False,True
C00829,V0829,2023-12-08,2024-12-07,45773.23,Net 60,Auto,CPI Linked,True,33 days,Strict,Strict,False,True,True
C00830,V0830,2022-08-01,2023-01-28,29833.24,Net 60,Manual,Fixed,False,45 days,Standard,None,True,True,True
C00831,V0831,2022-09-23,2024-09-22,36220.22,Net 60,Manual,Negotiated,False,57 days,Strict,Moderate,False,True,False
C00832,V0832,2023-09-02,2025-09-01,34937.89,Net 30,Manual,Fixed,True,54 days,Custom,Strict,False,True,False
C00833,V0833,2022-10-20,2024-10-19,38483.04,Net 30,Manual,Negotiated,False,82 days,Custom,Strict,True,True,True
C00834,V0834,2023-10-25,2024-10-24,49479.73,Net 60,Manual,Negotiated,False,62 days,Custom,Strict,False,True,False
C00835,V0835,2023-11-10,2024-05-08,53513.22,Net 60,Auto,Fixed,False,83 days,Custom,Strict,False,True,False
C00836,V0836,2023-12-12,2024-12-11,73257.51,Net 30,Auto,CPI Linked,False,47 days,Custom,Strict,False,False,True
C00837,V0837,2022-10-08,2023-10-08,35024.69,Net 45,Auto,Fixed,False,57 days,Custom,None,True,True,True
C00838,V0838,2023-11-16,2025-11-15,64764.84,Net 30,Manual,CPI Linked,False,48 days,Standard,None,True,True,False
C00839,V0839,2023-11-15,2024-11-14,46790.17,Net 30,Manual,Fixed,False,38 days,Custom,Strict,False,True,True
C00840,V0840,2022-07-11,2023-01-07,49258.04,Net 30,Auto,Fixed,False,39 days,Strict,Strict,True,False,True
C00841,V0841,2024-01-18,2024-07-16,60122.29,Net 30,Auto,Negotiated,True,68 days,Strict,None,True,True,True
C00842,V0842,2024-05-23,2026-05-23,33159.17,Net 60,Manual,Fixed,True,38 days,Standard,None,True,False,False
C00843,V0843,2022-08-24,2023-08-24,55736.15,Net 60,Manual,Fixed,False,59 days,Standard,Strict,True,False,True
C00844,V0844,2024-04-29,2026-04-29,52496.78,Net 45,Manual,Fixed,False,89 days,Custom,Moderate,True,True,False
C00845,V0845,2023-01-20,2023-07-19,57386.77,Net 45,Auto,Negotiated,False,65 days,Strict,Strict,False,True,True
C00846,V0846,2024-01-03,2024-07-01,54337.53,Net 30,Auto,Negotiated,False,71 days,Standard,None,False,True,False
C00847,V0847,2023-02-14,2025-02-13,86829.5,Net 30,Auto,CPI Linked,True,67 days,Strict,Strict,True,True,True
C00848,V0848,2023-02-09,2023-08-08,40433.9,Net 30,Auto,Fixed,False,31 days,Standard,Strict,True,True,True
C00849,V0849,2022-06-12,2024-06-11,42035.05,Net 60,Auto,CPI Linked,False,87 days,Strict,None,True,False,True
C00850,V0850,2022-12-11,2023-12-11,40652.89,Net 45,Auto,Fixed,True,48 days,Custom,Moderate,True,True,True
C00851,V0851,2022-11-03,2023-11-03,41667.84,Net 45,Auto,Fixed,False,56 days,Strict,None,False,True,False
C00852,V0852,2023-04-09,2024-04-08,40439.19,Net 60,Manual,Negotiated,False,51 days,Strict,None,False,True,False
C00853,V0853,2023-11-27,2025-11-26,67835.25,Net 30,Auto,CPI Linked,True,82 days,Strict,None,False,True,True
C00854,V0854,2023-12-06,2024-12-05,71307.56,Net 45,Auto,Fixed,False,52 days,Custom,Moderate,False,True,True
C00855,V0855,2023-01-05,2025-01-04,41438.81,Net 30,Auto,Fixed,True,60 days,Standard,Moderate,False,True,True
C00856,V0856,2023-02-14,2023-08-13,37514.67,Net 30,Manual,Negotiated,False,65 days,Strict,Moderate,True,True,True
C00857,V0857,2022-09-11,2023-03-10,57071.23,Net 60,Manual,Fixed,False,31 days,Custom,Strict,True,False,True
C00858,V0858,2023-01-22,2025-01-21,41716.65,Net 60,Manual,CPI Linked,False,42 days,Custom,Strict,False,False,False
C00859,V0859,2023-02-26,2024-02-26,59493.98,Net 45,Manual,Fixed,True,51 days,Strict,None,True,True,True
C00860,V0860,2023-01-12,2025-01-11,53043.85,Net 45,Auto,Negotiated,True,79 days,Standard,Moderate,False,True,False
C00861,V0861,2022-07-30,2024-07-29,27263.84,Net 30,Auto,Negotiated,False,89 days,Strict,None,False,False,True
C00862,V0862,2022-11-18,2024-11-17,73212.58,Net 30,Manual,Fixed,True,52 days,Custom,Strict,True,True,False
C00863,V0863,2023-08-04,2024-01-31,76938.17,Net 60,Auto,Fixed,True,44 days,Standard,Moderate,False,True,False
C00864,V0864,2024-04-10,2026-04-10,40808.17,Net 30,Auto,Fixed,True,87 days,Custom,Strict,False,True,True
C00865,V0865,2022-12-24,2023-12-24,44184.48,Net 30,Manual,CPI Linked,True,54 days,Strict,None,False,True,False
C00866,V0866,2022-10-17,2024-10-16,54287.98,Net 60,Auto,Fixed,True,64 days,Custom,Moderate,True,False,False
C00867,V0867,2023-02-08,2023-08-07,55016.85,Net 45,Manual,Negotiated,False,44 days,Custom,Moderate,False,True,True
C00868,V0868,2022-08-13,2023-08-13,59878.16,Net 45,Auto,CPI Linked,False,48 days,Custom,Strict,False,False,True
C00869,V0869,2023-01-28,2023-07-27,80153.07,Net 60,Auto,CPI Linked,True,33 days,Standard,Moderate,True,False,False
C00870,V0870,2022-08-18,2023-08-18,47345.79,Net 45,Manual,Negotiated,False,75 days,Standard,None,True,False,False
C00871,V0871,2022-09-12,2023-03-11,38025.54,Net 30,Auto,CPI Linked,False,60 days,Strict,None,False,True,True
C00872,V0872,2024-03-25,2026-03-25,29310.21,Net 60,Auto,CPI Linked,False,54 days,Strict,Moderate,True,False,False
C00873,V0873,2023-07-29,2024-07-28,39036.05,Net 60,Manual,CPI Linked,False,32 days,Custom,Moderate,True,True,True
C00874,V0874,2022-06-20,2024-06-19,49503.1,Net 45,Auto,Negotiated,False,55 days,Strict,Moderate,True,False,True
C00875,V0875,2023-06-19,2025-06-18,76918.37,Net 30,Manual,Negotiated,False,72 days,Strict,Moderate,True,True,False
C00876,V0876,2024-04-27,2025-04-27,42235.83,Net 60,Manual,Negotiated,False,65 days,Strict,Strict,False,True,True
C00877,V0877,2023-09-30,2024-03-28,53356.82,Net 30,Auto,CPI Linked,True,84 days,Strict,Moderate,False,True,False
C00878,V0878,2024-01-27,2025-01-26,49753.66,Net 30,Manual,CPI Linked,True,61 days,Standard,Strict,False,False,True
C00879,V0879,2022-09-22,2023-03-21,67825.9,Net 30,Manual,CPI Linked,False,47 days,Strict,None,True,True,True
C00880,V0880,2022-09-17,2024-09-16,87903.99,Net 60,Manual,CPI Linked,True,75 days,Strict,Moderate,False,True,False
C00881,V0881,2023-08-24,2024-08-23,42036.97,Net 45,Manual,CPI Linked,False,37 days,Strict,Moderate,False,True,True
C00882,V0882,2024-05-17,2026-05-17,42658.41,Net 45,Auto,Negotiated,True,78 days,Strict,Strict,True,False,False
C00883,V0883,2022-07-15,2023-07-15,65662.41,Net 30,Auto,Fixed,True,47 days,Standard,Strict,True,False,True
C00884,V0884,2023-10-29,2025-10-28,60228.37,Net 45,Auto,CPI Linked,True,48 days,Custom,Moderate,False,True,True
C00885,V0885,2024-03-08,2024-09-04,77700.61,Net 30,Auto,Negotiated,True,67 days,Standard,None,True,False,False
C00886,V0886,2023-05-12,2025-05-11,58758.92,Net 30,Manual,Negotiated,True,88 days,Custom,Strict,False,True,False
C00887,V0887,2023-04-27,2023-10-24,44610.62,Net 30,Auto,CPI Linked,True,51 days,Standard,Strict,False,True,True
C00888,V0888,2023-03-22,2023-09-18,58859.82,Net 30,Manual,Negotiated,True,51 days,Custom,Strict,True,False,False
C00889,V0889,2023-01-31,2023-07-30,66630.55,Net 45,Manual,CPI Linked,True,63 days,Strict,Moderate,True,False,False
C00890,V0890,2022-06-23,2023-06-23,62307.23,Net 30,Manual,Fixed,False,44 days,Custom,Strict,True,True,True
C00891,V0891,2024-05-23,2026-05-23,57609.11,Net 45,Auto,CPI Linked,True,34 days,Standard,Moderate,False,True,False
C00892,V0892,2022-06-08,2024-06-07,66000.12,Net 30,Manual,CPI Linked,False,36 days,Standard,Moderate,True,False,True
C00893,V0893,2023-02-14,2024-02-14,67539.43,Net 60,Auto,Fixed,True,41 days,Custom,Moderate,False,False,True
C00894,V0894,2023-01-13,2024-01-13,70732.38,Net 45,Manual,CPI Linked,False,58 days,Custom,Moderate,False,True,False
C00895,V0895,2022-09-19,2023-09-19,59730.65,Net 45,Manual,Fixed,True,48 days,Standard,Strict,False,False,False
C00896,V0896,2023-09-29,2025-09-28,47493.23,Net 30,Manual,Negotiated,False,34 days,Custom,Strict,True,False,True
C00897,V0897,2022-08-16,2023-02-12,52200.71,Net 45,Auto,CPI Linked,True,35 days,Standard,Moderate,False,True,True
C00898,V0898,2022-10-05,2024-10-04,68097.63,Net 60,Auto,Fixed,False,52 days,Strict,Strict,True,False,False
